Gene_ID	Symbol	Synonyms	Chromosome	Gene_Name	Source
8999	CDKL2	P56|KKIAMRE	4	cyclin dependent kinase like 2	HGNC_protein_coding
51265	CDKL3	NKIAMRE	5	cyclin dependent kinase like 3	HGNC_protein_coding
344387	CDKL4	-	2	cyclin dependent kinase like 4	HGNC_protein_coding
6792	CDKL5	EIEE2|CFAP247	X	cyclin dependent kinase like 5	HGNC_protein_coding
1026	CDKN1A	P21|CIP1|WAF1|SDI1|CAP20|p21CIP1|p21Cip1/Waf1|p21	6	cyclin dependent kinase inhibitor 1A	HGNC_protein_coding
1027	CDKN1B	KIP1|P27KIP1	12	cyclin dependent kinase inhibitor 1B	HGNC_protein_coding
1028	CDKN1C	P57|KIP2	11	cyclin dependent kinase inhibitor 1C	HGNC_protein_coding
1029	CDKN2A	CDK4I|p16|INK4a|MTS1|CMM2|ARF|p19|p14|INK4|p16INK4a|p19Arf|p14ARF	9	cyclin dependent kinase inhibitor 2A	HGNC_protein_coding
55602	CDKN2AIP	FLJ20036|CARF	4	CDKN2A interacting protein	HGNC_protein_coding
91368	CDKN2AIPNL	MGC13017|C2AIL	5	CDKN2A interacting protein N-terminal like	HGNC_protein_coding
1030	CDKN2B	P15|MTS2|INK4B|TP15|CDK4I|p15INK4b	9	cyclin dependent kinase inhibitor 2B	HGNC_protein_coding
1031	CDKN2C	INK4C|p18	1	cyclin dependent kinase inhibitor 2C	HGNC_protein_coding
1032	CDKN2D	INK4D|p19	19	cyclin dependent kinase inhibitor 2D	HGNC_protein_coding
1033	CDKN3	KAP|CDI1	14	cyclin dependent kinase inhibitor 3	HGNC_protein_coding
441549	CDNF	ARMETL1	10	cerebral dopamine neurotrophic factor	HGNC_protein_coding
1036	CDO1	CDO-I	5	cysteine dioxygenase type 1	HGNC_protein_coding
50937	CDON	ORCAM|CDO|CDON1	11	cell adhesion associated, oncogene regulated	HGNC_protein_coding
150383	CDPF1	LOC150383	22	cysteine rich DPF motif domain containing 1	HGNC_protein_coding
1038	CDR1	CDR62A|CDR34	X	cerebellar degeneration related protein 1	HGNC_protein_coding
1039	CDR2	CDR62|Yo	16	cerebellar degeneration related protein 2	HGNC_protein_coding
30850	CDR2L	HUMPPA	17	cerebellar degeneration related protein 2 like	HGNC_protein_coding
374286	CDRT1	HREP|SM25H2|FBXW10B	17	CMT1A duplicated region transcript 1	HGNC_protein_coding
284040	CDRT4	FLJ36674	17	CMT1A duplicated region transcript 4	HGNC_protein_coding
146822	CDRT15	-	17	CMT1A duplicated region transcript 15	HGNC_protein_coding
256223	CDRT15L2		17	CMT1A duplicated region transcript 15 like 2	HGNC_protein_coding
1040	CDS1	CDS 1	4	CDP-diacylglycerol synthase 1	HGNC_protein_coding
8760	CDS2	-	20	CDP-diacylglycerol synthase 2	HGNC_protein_coding
1041	CDSN	D6S586E	6	corneodesmosin	HGNC_protein_coding
81620	CDT1	DUP|RIS2	16	chromatin licensing and DNA replication factor 1	HGNC_protein_coding
55573	CDV3	H41	3	CDV3 homolog	HGNC_protein_coding
1044	CDX1	-	5	caudal type homeobox 1	HGNC_protein_coding
1045	CDX2	CDX-3|CDX2/AS|CDX3	13	caudal type homeobox 2	HGNC_protein_coding
1046	CDX4	-	X	caudal type homeobox 4	HGNC_protein_coding
9085	CDY1	CDY1A	Y	chromodomain Y-linked 1	HGNC_protein_coding
253175	CDY1B	CDY	Y	chromodomain Y-linked 1B	HGNC_protein_coding
9426	CDY2A	CDY|CDY2	Y	chromodomain Y-linked 2A	HGNC_protein_coding
203611	CDY2B	CDY	Y	chromodomain Y-linked 2B	HGNC_protein_coding
9425	CDYL	DKFZP586C1622|CDYL1	6	chromodomain Y like	HGNC_protein_coding
124359	CDYL2	FLJ38866	16	chromodomain Y like 2	HGNC_protein_coding
634	CEACAM1	BGP1|CD66a	19	CEA cell adhesion molecule 1	HGNC_protein_coding
1084	CEACAM3	CD66d	19	CEA cell adhesion molecule 3	HGNC_protein_coding
1089	CEACAM4	CGM7|CGM7_HUMAN|NCA	19	CEA cell adhesion molecule 4	HGNC_protein_coding
1048	CEACAM5	CD66e	19	CEA cell adhesion molecule 5	HGNC_protein_coding
4680	CEACAM6	CD66c	19	CEA cell adhesion molecule 6	HGNC_protein_coding
1087	CEACAM7	CEA	19	CEA cell adhesion molecule 7	HGNC_protein_coding
1088	CEACAM8	CD66b	19	CEA cell adhesion molecule 8	HGNC_protein_coding
388551	CEACAM16	DFNA4B	19	CEA cell adhesion molecule 16, tectorial membrane component	HGNC_protein_coding
729767	CEACAM18	-	19	CEA cell adhesion molecule 18	HGNC_protein_coding
56971	CEACAM19	CEAL1	19	CEA cell adhesion molecule 19	HGNC_protein_coding
125931	CEACAM20	UNQ9366	19	CEA cell adhesion molecule 20	HGNC_protein_coding
90273	CEACAM21	R29124_1|FLJ13540	19	CEA cell adhesion molecule 21	HGNC_protein_coding
1050	CEBPA	C/EBP-alpha	19	CCAAT enhancer binding protein alpha	HGNC_protein_coding
1051	CEBPB	LAP|CRP2|NFIL6|IL6DBP|C/EBP-beta	20	CCAAT enhancer binding protein beta	HGNC_protein_coding
1052	CEBPD	CRP3|CELF|C/EBP-delta|NF-IL6-beta	8	CCAAT enhancer binding protein delta	HGNC_protein_coding
1053	CEBPE	CRP1	14	CCAAT enhancer binding protein epsilon	HGNC_protein_coding
1054	CEBPG	GPE1BP|IG/EBP-1	19	CCAAT enhancer binding protein gamma	HGNC_protein_coding
10153	CEBPZ	CBF2|CTF2	2	CCAAT enhancer binding protein zeta	HGNC_protein_coding
100505876	CEBPZOS		2	CEBPZ opposite strand	HGNC_protein_coding
27443	CECR2	KIAA1740	22	CECR2 histone acetyl-lysine reader	HGNC_protein_coding
1056	CEL	BSSL|MODY8	9	carboxyl ester lipase	HGNC_protein_coding
1990	CELA1	ELA1	12	chymotrypsin like elastase 1	HGNC_protein_coding
63036	CELA2A	ELA2A	1	chymotrypsin like elastase 2A	HGNC_protein_coding
51032	CELA2B	RP11-265F14.2|ELA2B	1	chymotrypsin like elastase 2B	HGNC_protein_coding
10136	CELA3A	ELA3	1	chymotrypsin like elastase 3A	HGNC_protein_coding
23436	CELA3B	CBPP	1	chymotrypsin like elastase 3B	HGNC_protein_coding
10658	CELF1	CUG-BP|hNab50|BRUNOL2|NAB50|CUGBP|NAPOR|EDEN-BP	11	CUGBP Elav-like family member 1	HGNC_protein_coding
10659	CELF2	Etr-3|NAPOR-2|BRUNOL3	10	CUGBP Elav-like family member 2	HGNC_protein_coding
11189	CELF3	CAGH4|BRUNOL1|ERDA4|MGC57297	1	CUGBP Elav-like family member 3	HGNC_protein_coding
56853	CELF4	BRUNOL4|CELF-4	18	CUGBP Elav-like family member 4	HGNC_protein_coding
60680	CELF5	BRUNOL-5|BRUNOL5|CELF-5	19	CUGBP Elav-like family member 5	HGNC_protein_coding
60677	CELF6	BRUNOL6	15	CUGBP Elav-like family member 6	HGNC_protein_coding
9620	CELSR1	ME2|HFMI2|FMI2|CDHF9|ADGRC1	22	cadherin EGF LAG seven-pass G-type receptor 1	HGNC_protein_coding
1952	CELSR2	KIAA0279|MEGF3|Flamingo1|CDHF10|ADGRC2	1	cadherin EGF LAG seven-pass G-type receptor 2	HGNC_protein_coding
1951	CELSR3	MEGF2|HFMI1|FMI1|CDHF11|ADGRC3	3	cadherin EGF LAG seven-pass G-type receptor 3	HGNC_protein_coding
57214	CEMIP	IR2155535|TMEM2L|HYBID	15	cell migration inducing hyaluronidase 1	HGNC_protein_coding
23670	CEMIP2	TMEM2	9	cell migration inducing hyaluronidase 2	HGNC_protein_coding
752014	CEMP1	CP-23	16	cementum protein 1	HGNC_protein_coding
338657	CENATAC	DLNB14	11	centrosomal AT-AC splicing factor	HGNC_protein_coding
51286	CEND1	FLJ90066|BM88	11	cell cycle exit and neuronal differentiation 1	HGNC_protein_coding
1058	CENPA	CENP-A|CenH3	2	centromere protein A	HGNC_protein_coding
1059	CENPB	-	20	centromere protein B	HGNC_protein_coding
92806	CENPBD1	MGC16385	16	CENPB DNA-binding domain containing 1	HGNC_protein_coding
1060	CENPC	CENP-C|hcp-4|MIF2	4	centromere protein C	HGNC_protein_coding
1062	CENPE	KIF10|PPP1R61	4	centromere protein E	HGNC_protein_coding
1063	CENPF	hcp-1	1	centromere protein F	HGNC_protein_coding
64946	CENPH	-	5	centromere protein H	HGNC_protein_coding
2491	CENPI	LRPR1|CENP-I|Mis6	X	centromere protein I	HGNC_protein_coding
55835	CENPJ	CPAP|BM032|LAP|LIP1|Sas-4|SASS4|SCKL4	13	centromere protein J	HGNC_protein_coding
64105	CENPK	FKSG14|SOLT|CENP-K	5	centromere protein K	HGNC_protein_coding
91687	CENPL	dJ383J4.3|FLJ31044	1	centromere protein L	HGNC_protein_coding
79019	CENPM	Pane1|CENP-M|MGC861	22	centromere protein M	HGNC_protein_coding
55839	CENPN	FLJ13607|FLJ22660|BM039	16	centromere protein N	HGNC_protein_coding
79172	CENPO	MGC11266|CENP-O	2	centromere protein O	HGNC_protein_coding
401541	CENPP	RP11-19J3.3|CENP-P	9	centromere protein P	HGNC_protein_coding
55166	CENPQ	FLJ10545|CENP-Q	6	centromere protein Q	HGNC_protein_coding
378708	CENPS	CENP-S|FAAP16	1	centromere protein S	HGNC_protein_coding
80152	CENPT	FLJ13111|CENP-T	16	centromere protein T	HGNC_protein_coding
79682	CENPU	CENP-U|KLIP1|CENP-50|PBIP1	4	centromere protein U	HGNC_protein_coding
201161	CENPV	p30|CENP-V	17	centromere protein V	HGNC_protein_coding
389857	CENPVL1	PRR6L1	X	centromere protein V like 1	HGNC_protein_coding
441495	CENPVL2	CENPVP2	X	centromere protein V like 2	HGNC_protein_coding
347549	CENPVL3		X	centromere protein V like 3	HGNC_protein_coding
387103	CENPW	CUG2	6	centromere protein W	HGNC_protein_coding
201254	CENPX	MGC14480|FAAP10|CENP-X	17	centromere protein X	HGNC_protein_coding
84984	CEP19	MGC14126	3	centrosomal protein 19	HGNC_protein_coding
123811	CEP20	DKFZp686N1651|FLJ31153|PHSECRG2|FOR20	16	centrosomal protein 20	HGNC_protein_coding
95681	CEP41	DKFZp762H1311|FLJ22445|JBTS15	7	centrosomal protein 41	HGNC_protein_coding
11116	CEP43	FOP	6	centrosomal protein 43	HGNC_protein_coding
80817	CEP44	KIAA1712|PS1TP3	4	centrosomal protein 44	HGNC_protein_coding
55165	CEP55	FLJ10540|CT111	10	centrosomal protein 55	HGNC_protein_coding
9702	CEP57	Translokin|TSP57|KIAA0092	11	centrosomal protein 57	HGNC_protein_coding
285753	CEP57L1	bA487F23.2|MGC21731	6	centrosomal protein 57 like 1	HGNC_protein_coding
80254	CEP63	FLJ13386	3	centrosomal protein 63	HGNC_protein_coding
23177	CEP68	KIAA0582	2	centrosomal protein 68	HGNC_protein_coding
80321	CEP70	BITE|FLJ13036	3	centrosomal protein 70	HGNC_protein_coding
55722	CEP72	KIAA1519|FLJ10565	5	centrosomal protein 72	HGNC_protein_coding
79959	CEP76	HsT1705|FLJ12542	18	centrosomal protein 76	HGNC_protein_coding
84131	CEP78	FLJ12643	9	centrosomal protein 78	HGNC_protein_coding
51134	CEP83	NY-REN-58|NPHP18	12	centrosomal protein 83	HGNC_protein_coding
64793	CEP85	DKFZP434L0117	1	centrosomal protein 85	HGNC_protein_coding
387119	CEP85L	NY-BR-15|bA57K17.2	6	centrosomal protein 85 like	HGNC_protein_coding
84902	CEP89	FLJ14640	19	centrosomal protein 89	HGNC_protein_coding
90799	CEP95	DKFZp667E1824	17	centrosomal protein 95	HGNC_protein_coding
79598	CEP97	FLJ23047	3	centrosomal protein 97	HGNC_protein_coding
9731	CEP104	GlyBP|RP1-286D6.4|CFAP256|ROC22|JBTS25	1	centrosomal protein 104	HGNC_protein_coding
201134	CEP112	MGC33887	17	centrosomal protein 112	HGNC_protein_coding
153241	CEP120	FLJ36090	5	centrosomal protein 120	HGNC_protein_coding
57562	CEP126	KIAA1377	11	centrosomal protein 126	HGNC_protein_coding
145508	CEP128	C14orf145|C14orf61|LEDP/132	14	centrosomal protein 128	HGNC_protein_coding
22994	CEP131	AZ1|KIAA1118	17	centrosomal protein 131	HGNC_protein_coding
9662	CEP135	FLJ13621	4	centrosomal protein 135	HGNC_protein_coding
22995	CEP152	KIAA0912|SCKL5|MCPH9	15	centrosomal protein 152	HGNC_protein_coding
22832	CEP162	QN1	6	centrosomal protein 162	HGNC_protein_coding
22897	CEP164	KIAA1052|NPHP15	11	centrosomal protein 164	HGNC_protein_coding
9859	CEP170	KAB|FAM68A	1	centrosomal protein 170	HGNC_protein_coding
283638	CEP170B	FAM68C|Cep170R	14	centrosomal protein 170B	HGNC_protein_coding
55125	CEP192	KIAA1569|FLJ10352|PPP1R62	18	centrosomal protein 192	HGNC_protein_coding
11190	CEP250	C-NAP1	20	centrosomal protein 250	HGNC_protein_coding
80184	CEP290	KIAA0373|FLJ13615|3H11Ag|rd16|NPHP6|JBTS5|SLSN6|LCA10|MKS4|BBS14|CT87|POC3	12	centrosomal protein 290	HGNC_protein_coding
85459	CEP295	KIAA1731	11	centrosomal protein 295	HGNC_protein_coding
100653515	CEP295NL	DDC8	17	CEP295 N-terminal like	HGNC_protein_coding
9857	CEP350	KIAA0480|CAP350	1	centrosomal protein 350	HGNC_protein_coding
10390	CEPT1	-	1	choline/ethanolamine phosphotransferase 1	HGNC_protein_coding
9350	CER1	DAND4	9	cerberus 1, DAN family BMP antagonist	HGNC_protein_coding
51148	CERCAM	GLT25D3	9	cerebral endothelial cell adhesion molecule	HGNC_protein_coding
64781	CERK	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2	22	ceramide kinase	HGNC_protein_coding
375298	CERKL	RP26	2	ceramide kinase like	HGNC_protein_coding
10715	CERS1	LAG1|UOG1	19	ceramide synthase 1	HGNC_protein_coding
29956	CERS2	SP260|FLJ10243	1	ceramide synthase 2	HGNC_protein_coding
204219	CERS3	MGC27091	15	ceramide synthase 3	HGNC_protein_coding
79603	CERS4	FLJ12089|Trh1	19	ceramide synthase 4	HGNC_protein_coding
91012	CERS5	Trh4|MGC45411|FLJ25304	12	ceramide synthase 5	HGNC_protein_coding
253782	CERS6	CERS5|LASS6	2	ceramide synthase 6	HGNC_protein_coding
10087	CERT1	GPBP|STARD11|CERT	5	ceramide transporter 1	HGNC_protein_coding
1066	CES1	HMSE|CES2|HMSE1|SES1|CEH|CES1A1|CES1A2	16	carboxylesterase 1	HGNC_protein_coding
8824	CES2	CE-2|iCE|CES2A1	16	carboxylesterase 2	HGNC_protein_coding
23491	CES3	FLJ21736|ES31	16	carboxylesterase 3	HGNC_protein_coding
283848	CES4A	FLJ37464	16	carboxylesterase 4A	HGNC_protein_coding
221223	CES5A	FLJ31547|CES4C1|CES5|CAUXIN	16	carboxylesterase 5A	HGNC_protein_coding
1068	CETN1	CEN1	18	centrin 1	HGNC_protein_coding
1069	CETN2	CEN2	X	centrin 2	HGNC_protein_coding
1070	CETN3	CEN3	5	centrin 3	HGNC_protein_coding
1071	CETP	BPIFF	16	cholesteryl ester transfer protein	HGNC_protein_coding
29105	CFAP20	GTL3|fSAP23	16	cilia and flagella associated protein 20	HGNC_protein_coding
200844	CFAP20DC	FLJ42117|FLJ42930	3	CFAP20 domain containing	HGNC_protein_coding
112942	CFAP36	MGC15407|BARTL1	2	cilia and flagella associated protein 36	HGNC_protein_coding
80217	CFAP43	FLJ36006|bA373N18.2|FLJ22944	10	cilia and flagella associated protein 43	HGNC_protein_coding
55779	CFAP44	FLJ11142	3	cilia and flagella associated protein 44	HGNC_protein_coding
25790	CFAP45	NESG1	1	cilia and flagella associated protein 45	HGNC_protein_coding
54777	CFAP46	DKFZp434A1721|bA288G11.4|bA288G11.5|bB137A17.2|FLJ25954|bB137A17.3	10	cilia and flagella associated protein 46	HGNC_protein_coding
286464	CFAP47	FLJ36601|RP13-11B7.1|MGC34831	X	cilia and flagella associated protein 47	HGNC_protein_coding
146845	CFAP52	WDRPUH|FLJ37528	17	cilia and flagella associated protein 52	HGNC_protein_coding
220136	CFAP53	FLJ32743	18	cilia and flagella associated protein 53	HGNC_protein_coding
144535	CFAP54	FLJ31514|FLJ44112	12	cilia and flagella associated protein 54	HGNC_protein_coding
149465	CFAP57	FLJ32000	1	cilia and flagella associated protein 57	HGNC_protein_coding
159686	CFAP58	FLJ35908|bA554P13.1	10	cilia and flagella associated protein 58	HGNC_protein_coding
26074	CFAP61	DKFZP434K156|dJ1002M8.3|CaM-IP3	20	cilia and flagella associated protein 61	HGNC_protein_coding
255101	CFAP65	DKFZp434O0527|MGC35338	2	cilia and flagella associated protein 65	HGNC_protein_coding
79846	CFAP69	FLJ21062|FAP69	7	cilia and flagella associated protein 69	HGNC_protein_coding
118491	CFAP70	FLJ25765	10	cilia and flagella associated protein 70	HGNC_protein_coding
387885	CFAP73	MIA2	12	cilia and flagella associated protein 73	HGNC_protein_coding
85452	CFAP74	FLJ45476	1	cilia and flagella associated protein 74	HGNC_protein_coding
389799	CFAP77	FLJ46082	9	cilia and flagella associated protein 77	HGNC_protein_coding
89876	CFAP91	AAT1|AAT1alpha|SPATA26|CaM-IP2|AAT-1	3	cilia and flagella associated protein 91	HGNC_protein_coding
57501	CFAP92	FLJ43738|FAP92	3	cilia and flagella associated protein 92 (putative)	HGNC_protein_coding
55259	CFAP94	LAS1|FLJ10921|PPP1R54	12	cilia and flagella associated protein 94	HGNC_protein_coding
57587	CFAP97	DKFZp434F1728|hmw	4	cilia and flagella associated protein 97	HGNC_protein_coding
284067	CFAP97D1		17	CFAP97 domain containing 1	HGNC_protein_coding
101929355	CFAP97D2		13	CFAP97 domain containing 2	HGNC_protein_coding
402160	CFAP99		4	cilia and flagella associated protein 99	HGNC_protein_coding
348807	CFAP100	FLJ40083|MIA1	3	cilia and flagella associated protein 100	HGNC_protein_coding
257177	CFAP126	Flattop|Fltp	1	cilia and flagella associated protein 126	HGNC_protein_coding
286207	CFAP157	C9orf117	9	cilia and flagella associated protein 157	HGNC_protein_coding
161502	CFAP161	FLJ38615	15	cilia and flagella associated protein 161	HGNC_protein_coding
154313	CFAP206	FLJ25974|dJ382I10.1	6	cilia and flagella associated protein 206	HGNC_protein_coding
200373	CFAP221	FAP221|PCDP1	2	cilia and flagella associated protein 221	HGNC_protein_coding
144406	CFAP251	MGC33630|CaM-IP4	12	cilia and flagella associated protein 251	HGNC_protein_coding
56683	CFAP298	FLJ20467|FBB18|CILD26|Kur	21	cilia and flagella associated protein 298	HGNC_protein_coding
255119	CFAP299		4	cilia and flagella associated protein 299	HGNC_protein_coding
85016	CFAP300	MGC13040|FBB5	11	cilia and flagella associated protein 300	HGNC_protein_coding
755	CFAP410	YF5|A2|LRRC76	21	cilia and flagella associated protein 410	HGNC_protein_coding
629	CFB	H2-Bf	6	complement factor B	HGNC_protein_coding
55997	CFC1	CRYPTIC	2	cripto, FRL-1, cryptic family 1	HGNC_protein_coding
653275	CFC1B		2	cripto, FRL-1, cryptic family 1B	HGNC_protein_coding
1675	CFD	ADN	19	complement factor D	HGNC_protein_coding
10428	CFDP1	BCNT|p97|CP27|SWC5|Yeti|CENP-29	16	craniofacial development protein 1	HGNC_protein_coding
3075	CFH	HUS|FHL1|ARMS1|ARMD4	1	complement factor H	HGNC_protein_coding
3078	CFHR1	H36-1|FHR1|CFHL|H36-2	1	complement factor H related 1	HGNC_protein_coding
3080	CFHR2	FHR2	1	complement factor H related 2	HGNC_protein_coding
10878	CFHR3	FHR-3|HLF4|FHR3|DOWN16	1	complement factor H related 3	HGNC_protein_coding
10877	CFHR4	FHR-4|FHR4	1	complement factor H related 4	HGNC_protein_coding
81494	CFHR5	FHR5|FHR-5	1	complement factor H related 5	HGNC_protein_coding
3426	CFI	FI|C3b-INA|KAF	4	complement factor I	HGNC_protein_coding
1072	CFL1	CFL|HEL-S-15|cofilin	11	cofilin 1	HGNC_protein_coding
1073	CFL2	NEM7	14	cofilin 2	HGNC_protein_coding
8837	CFLAR	CASH|Casper|CLARP|FLAME|FLIP|I-FLICE|MRIT|c-FLIP|cFLIP	2	CASP8 and FADD like apoptosis regulator	HGNC_protein_coding
5199	CFP	BFD|PFC|PFD|PROPERDIN	X	complement factor properdin	HGNC_protein_coding
1080	CFTR	MRP7|ABC35|TNR-CFTR|dJ760C5.1|CFTR/MRP	7	CF transmembrane conductance regulator	HGNC_protein_coding
1081	CGA	HCG|GPHa|GPHA1|FSHA|LHA|TSHA|GPA1	6	glycoprotein hormones, alpha polypeptide	HGNC_protein_coding
115004	CGAS	C6orf150|MB21D1|h-cGAS	6	cyclic GMP-AMP synthase	HGNC_protein_coding
114335	CGB1	-	19	chorionic gonadotropin subunit beta 1	HGNC_protein_coding
114336	CGB2	-	19	chorionic gonadotropin subunit beta 2	HGNC_protein_coding
1082	CGB3	CGB|CGB5|CGB7|CGB8|LHB|hCGB	19	chorionic gonadotropin subunit beta 3	HGNC_protein_coding
93659	CGB5	HCG	19	chorionic gonadotropin subunit beta 5	HGNC_protein_coding
94027	CGB7	CG-beta-a	19	chorionic gonadotropin subunit beta 7	HGNC_protein_coding
94115	CGB8	-	19	chorionic gonadotropin subunit beta 8	HGNC_protein_coding
8545	CGGBP1	p20-CGGBP|CGGBP	3	CGG triplet repeat binding protein 1	HGNC_protein_coding
57530	CGN	KIAA1319	1	cingulin	HGNC_protein_coding
84952	CGNL1	FLJ14957|JACOP|KIAA1749|PCING	15	cingulin like 1	HGNC_protein_coding
10669	CGREF1	CGR11	2	cell growth regulator with EF-hand domain 1	HGNC_protein_coding
10668	CGRRF1	CGR19|RNF197	14	cell growth regulator with ring finger domain 1	HGNC_protein_coding
9023	CH25H	C25H	10	cholesterol 25-hydroxylase	HGNC_protein_coding
79094	CHAC1	MGC4504	15	ChaC glutathione specific gamma-glutamylcyclotransferase 1	HGNC_protein_coding
494143	CHAC2	GCG1	2	ChaC glutathione specific gamma-glutamylcyclotransferase 2	HGNC_protein_coding
1101	CHAD	SLRR4A	17	chondroadherin	HGNC_protein_coding
150356	CHADL	SLRR4B	22	chondroadherin like	HGNC_protein_coding
10036	CHAF1A	CAF1P150|CAF1B|CAF-1|CAF1|P150|MGC71229	19	chromatin assembly factor 1 subunit A	HGNC_protein_coding
8208	CHAF1B	CAF1P60|CAF-1|CAF1|CAF1A|MPP7|MPHOSPH7	21	chromatin assembly factor 1 subunit B	HGNC_protein_coding
283489	CHAMP1	CAMP|CHAMP	13	chromosome alignment maintaining phosphoprotein 1	HGNC_protein_coding
1103	CHAT	CHOACTASE|CMS1A|CMS1A2|CMS6	10	choline O-acetyltransferase	HGNC_protein_coding
118487	CHCHD1	FLJ25854	10	coiled-coil-helix-coiled-coil-helix domain containing 1	HGNC_protein_coding
51142	CHCHD2	MIX17B|MNRR1	7	coiled-coil-helix-coiled-coil-helix domain containing 2	HGNC_protein_coding
54927	CHCHD3	FLJ20420|MINOS3|PPP1R22|Mic19|MICOS19	7	coiled-coil-helix-coiled-coil-helix domain containing 3	HGNC_protein_coding
131474	CHCHD4	FLJ31709|TIMM40|MIA40	3	coiled-coil-helix-coiled-coil-helix domain containing 4	HGNC_protein_coding
84269	CHCHD5	MGC11104|MIC14|MIX14	2	coiled-coil-helix-coiled-coil-helix domain containing 5	HGNC_protein_coding
84303	CHCHD6	MGC13016|PPP1R23|CHCM1|Mic25|MICOS25	3	coiled-coil-helix-coiled-coil-helix domain containing 6	HGNC_protein_coding
79145	CHCHD7	MGC2217|COX23	8	coiled-coil-helix-coiled-coil-helix domain containing 7	HGNC_protein_coding
400916	CHCHD10	N27C7-4|MIX17A	22	coiled-coil-helix-coiled-coil-helix domain containing 10	HGNC_protein_coding
1105	CHD1	CHD-1|PILBOS	5	chromodomain helicase DNA binding protein 1	HGNC_protein_coding
9557	CHD1L	ALC1	1	chromodomain helicase DNA binding protein 1 like	HGNC_protein_coding
1106	CHD2	FLJ38614|DKFZp547I1315|DKFZp781D1727|DKFZp686E01200	15	chromodomain helicase DNA binding protein 2	HGNC_protein_coding
1107	CHD3	Mi-2a|ZFH|Mi2-ALPHA	17	chromodomain helicase DNA binding protein 3	HGNC_protein_coding
1108	CHD4	Mi-2b|Mi2-BETA	12	chromodomain helicase DNA binding protein 4	HGNC_protein_coding
26038	CHD5	CHD-5	1	chromodomain helicase DNA binding protein 5	HGNC_protein_coding
84181	CHD6	KIAA1335|FLJ22369|dJ620E11.1|CHD5|RIGB	20	chromodomain helicase DNA binding protein 6	HGNC_protein_coding
55636	CHD7	KIAA1416|FLJ20357|FLJ20361	8	chromodomain helicase DNA binding protein 7	HGNC_protein_coding
57680	CHD8	KIAA1564|DUPLIN	14	chromodomain helicase DNA binding protein 8	HGNC_protein_coding
80205	CHD9	FLJ12178|KIAA0308|BC022889	16	chromodomain helicase DNA binding protein 9	HGNC_protein_coding
55349	CHDH	-	3	choline dehydrogenase	HGNC_protein_coding
1111	CHEK1	CHK1	11	checkpoint kinase 1	HGNC_protein_coding
11200	CHEK2	CDS1|CHK2|HuCds1|PP1425|bA444G7	22	checkpoint kinase 2	HGNC_protein_coding
10523	CHERP	ERPROT213-21|DAN16	19	calcium homeostasis endoplasmic reticulum protein	HGNC_protein_coding
55743	CHFR	FLJ10796|RNF196	12	checkpoint with forkhead and ring finger domains	HGNC_protein_coding
1113	CHGA	CGA	14	chromogranin A	HGNC_protein_coding
1114	CHGB	SgI	20	chromogranin B	HGNC_protein_coding
1116	CHI3L1	GP39|YKL40|YK-40	1	chitinase 3 like 1	HGNC_protein_coding
1117	CHI3L2	YKL-39|YKL39	1	chitinase 3 like 2	HGNC_protein_coding
27159	CHIA	AMCase|TSA1902|CHIT2	1	chitinase acidic	HGNC_protein_coding
53344	CHIC1	BRX	X	cysteine rich hydrophobic domain 1	HGNC_protein_coding
26511	CHIC2	BTL	4	cysteine rich hydrophobic domain 2	HGNC_protein_coding
66005	CHID1	MGC3234|FLJ42707|SI-CLP	11	chitinase domain containing 1	HGNC_protein_coding
1118	CHIT1	CHIT|CHI3	1	chitinase 1	HGNC_protein_coding
1119	CHKA	CKI	11	choline kinase alpha	HGNC_protein_coding
1120	CHKB	CHETK	22	choline kinase beta	HGNC_protein_coding
10752	CHL1	CALL|L1CAM2|FLJ44930|MGC132578	3	cell adhesion molecule L1 like	HGNC_protein_coding
1121	CHM	REP-1	X	CHM Rab escort protein	HGNC_protein_coding
1122	CHML	REP-2	1	CHM like Rab escort protein	HGNC_protein_coding
5119	CHMP1A	KIAA0047|CHMP1|Vps46A	16	charged multivesicular body protein 1A	HGNC_protein_coding
57132	CHMP1B	CHMP1.5|C18orf2|Vps46B	18	charged multivesicular body protein 1B	HGNC_protein_coding
27243	CHMP2A	BC-2|CHMP2|VPS2|VPS2A	19	charged multivesicular body protein 2A	HGNC_protein_coding
25978	CHMP2B	DKFZP564O123|CHMP2.5|VPS2B	3	charged multivesicular body protein 2B	HGNC_protein_coding
51652	CHMP3	NEDF|CGI-149	2	charged multivesicular body protein 3	HGNC_protein_coding
29082	CHMP4A	HSPC134|VPS32A	14	charged multivesicular body protein 4A	HGNC_protein_coding
128866	CHMP4B	dJ553F4.4|Shax1|SNF7-2|VPS32B	20	charged multivesicular body protein 4B	HGNC_protein_coding
92421	CHMP4C	MGC22825|Shax3|VPS32C	8	charged multivesicular body protein 4C	HGNC_protein_coding
51510	CHMP5	HSPC177|CGI-34|Vps60	9	charged multivesicular body protein 5	HGNC_protein_coding
79643	CHMP6	FLJ11749|VPS20	17	charged multivesicular body protein 6	HGNC_protein_coding
91782	CHMP7	MGC29816	8	charged multivesicular body protein 7	HGNC_protein_coding
1123	CHN1	RhoGAP2|ARHGAP2|n-chimerin	2	chimerin 1	HGNC_protein_coding
