Letter,Gene_ID,Gene_Name,GO_ID,GO_Namespace,GO_Name,GOF,a,b,c,d,Pvalue,Adjusted_Pvalue,Enrichment_Score,GO_Level,GO_Children,GSEA_MSigDB,NCBI_Entrez
C,999,CDH1,GO:0007155,biological_process,cell adhesion,,18,175,343,29528,2.497545625269686e-11,2.5429555457291348e-11,24.395109017681868,2,7,0,0
W,7474,WNT5A,GO:0023052,biological_process,signaling,,17,5,4096,25946,2.64853546399946e-11,2.64853546399946e-11,24.35442919080103,1,6,0,0
R,11035,RIPK3,GO:0032259,biological_process,methylation,,14,46,633,29371,2.7725344160903048e-11,2.970572588668184e-11,24.239681297904283,2,1,0,0
N,4792,NFKBIA,GO:0016310,biological_process,phosphorylation,,15,13,1969,28067,3.067869467010725e-11,3.067869467010725e-11,24.2074526869413,5,8,0,0
P,5734,PTGER4,GO:0016020,cellular_component,membrane,,10,5,1219,28830,3.1316974336541844e-11,3.1316974336541844e-11,24.18686085430832,2,16,0,0
C,4267,CD99,GO:0005819,cellular_component,spindle,,7,11,214,29832,3.1329565042099536e-11,3.1329565042099536e-11,24.186458894172866,5,2,0,0
E,1942,EFNA1,GO:0040007,biological_process,growth,,21,6,5526,24511,3.4802071600990535e-11,3.4802071600990535e-11,24.08134420215579,1,10,0,0
A,445,ASS1,GO:0070988,biological_process,demethylation,,6,46,30,29982,3.71924852787918e-11,3.888305279146415e-11,23.970462621119736,2,3,0,0
M,4170,MCL1,GO:0008219,biological_process,cell death,,23,128,817,29096,4.0363632885649014e-11,4.0363632885649014e-11,23.93309191246105,2,4,0,0
A,5243,ABCB1,GO:0016020,cellular_component,membrane,,18,45,1211,28790,4.0612620078345464e-11,4.0612620078345464e-11,23.926942258253295,2,16,0,1
S,6422,SFRP1,GO:0032259,biological_process,methylation,,9,9,638,29408,3.8320870034385143e-11,4.0875594703344154e-11,23.920487937499683,2,1,0,0
Y,4904,YBX1,GO:0006412,biological_process,translation,,20,233,341,29470,3.9826051737386623e-11,4.1722530391547894e-11,23.899979835872326,5,4,0,0
P,10015,PDCD6IP,GO:0030496,cellular_component,midbody,,4,9,12,30039,3.8127625119880347e-11,4.289357825986539e-11,23.87229899211161,2,1,1,0
M,406913,MIR126,GO:0001525,biological_process,angiogenesis,,20,104,739,29201,4.4338142983313815e-11,4.5536471172052026e-11,23.812507546831753,3,5,0,0
M,4313,MMP2,GO:0046903,biological_process,secretion,,22,168,580,29294,4.388243920706066e-11,4.701689915042213e-11,23.780514022451438,4,10,0,0
R,9821,RB1CC1,GO:0006914,biological_process,autophagy,,7,3,508,29546,4.7710748974559506e-11,4.77107489745595e-11,23.7658643980421,3,7,0,0
M,10232,MSLN,GO:0007049,biological_process,cell cycle,,15,1226,1335,27488,4.283309097509164e-11,4.864993049022754e-11,23.746370736069856,2,2,0,0
T,54386,TERF2IP,GO:0070187,cellular_component,shelterin complex,,3,1,5,30055,4.9459319713748286e-11,4.9459319713748286e-11,23.729870608201033,4,1,1,3
P,5111,PCNA,GO:0007049,biological_process,cell cycle,,15,24,1335,28690,5.12424684293092e-11,5.12424684293092e-11,23.69445246618623,2,2,1,0
C,2833,CXCR3,GO:0009986,cellular_component,cell surface,,10,14,680,29360,5.57838710376487e-11,5.57838710376487e-11,23.609536337828647,2,1,1,0
I,3481,IGF2,GO:0040007,biological_process,growth,,42,42,5505,24475,5.6356313919092674e-11,5.635631391909267e-11,23.59932683346606,1,10,1,0
O,4968,OGG1,GO:0006281,biological_process,DNA repair,,7,6,358,29693,5.917209390303445e-11,5.917209390303445e-11,23.550571071949328,5,15,1,0
S,6714,SRC,GO:0023052,biological_process,signaling,,64,140,4049,25811,5.973976406299666e-11,6.123325816457159e-11,23.516330639955456,1,6,0,0
T,7040,TGFB1,GO:0035329,biological_process,hippo signaling,,16,392,120,29536,5.864258272885915e-11,6.130815467108002e-11,23.515108252941936,4,1,0,0
M,4318,MMP9,GO:0046903,biological_process,secretion,,18,106,584,29356,5.975565935022943e-11,6.13706771705059e-11,23.514088965361502,4,10,1,0
C,920,CD4,GO:0006955,biological_process,immune response,,14,156,216,29678,6.144776152054242e-11,6.278358242316291e-11,23.491327503014986,2,9,0,1
D,1803,DPP4,GO:0016020,cellular_component,membrane,,49,373,1180,28462,5.978658938479917e-11,6.57652483232791e-11,23.44492955809645,2,16,0,1
H,3320,HSP90AA1,GO:0007049,biological_process,cell cycle,,18,42,1332,28672,7.569506023816215e-11,7.569506023816215e-11,23.30430821206395,2,2,1,0
F,2335,FN1,GO:0007155,biological_process,cell adhesion,,13,79,348,29624,8.269510521891368e-11,8.434900732329195e-11,23.196058075550077,2,7,0,1
C,836,CASP3,GO:0008219,biological_process,cell death,,25,160,815,29064,8.309046327393462e-11,8.539853169821059e-11,23.183692208511214,2,4,0,0
E,1869,E2F1,GO:0043657,cellular_component,host cell,,7,63,53,29941,9.543563903080923e-11,9.958501464084441e-11,23.030009418070755,3,1,0,0
K,4254,KITLG,GO:0007165,biological_process,signal transduction,,6,9,155,29894,1.0328905626696935e-10,1.0328905626696933e-10,22.993489686683574,2,41,0,0
C,1029,CDKN2A,GO:0023052,biological_process,signaling,,23,462,4090,25489,9.884457703315017e-11,1.0543421550202685e-10,22.972933907244244,1,6,0,0
T,6901,TAZ,GO:0035329,biological_process,hippo signaling,,10,103,126,29825,1.0730463547056065e-10,1.0730463547056065e-10,22.955349266194645,4,1,0,0
C,947,CD34,GO:0016020,cellular_component,membrane,,15,29,1214,28806,1.0304006170054534e-10,1.1162673350892411e-10,22.91586054709727,2,16,0,0
C,834,CASP1,GO:0046903,biological_process,secretion,,14,56,588,29406,9.894928713002266e-11,1.175022784669019e-10,22.864563391324666,4,10,0,0
E,2081,ERN1,GO:0006914,biological_process,autophagy,,9,15,506,29534,1.232838277158874e-10,1.232838277158874e-10,22.816531876437896,3,7,0,0
L,3916,LAMP1,GO:0005764,cellular_component,lysosome,,5,21,32,30006,1.375545261228883e-10,1.375545261228883e-10,22.707000723807525,7,6,0,6
H,3082,HGF,GO:0001525,biological_process,angiogenesis,,33,320,726,28985,1.370772258689722e-10,1.401926173659943e-10,22.68800380058904,3,5,0,0
C,57126,CD177,GO:0009986,cellular_component,cell surface,,6,0,684,29374,1.430751786266797e-10,1.430751786266797e-10,22.66765089915134,2,1,0,0
P,29968,PSAT1,GO:0051179,biological_process,localization,,7,2,709,29346,1.4580783148857778e-10,1.4580783148857778e-10,22.6487315838831,1,10,0,0
T,7082,TJP1,GO:0070160,cellular_component,tight junction,,4,6,25,30029,1.4597476174247865e-10,1.4597476174247865e-10,22.647587373940592,5,3,1,1
N,4691,NCL,GO:0005730,cellular_component,nucleolus,,3,3,4,30054,1.5453338127186127e-10,1.5453338127186127e-10,22.590610982916303,5,1,1,3
M,5599,MAPK8,GO:0040007,biological_process,growth,,10,224,5537,24293,1.5386861096567595e-10,1.6705734904844818e-10,22.512683954986908,1,10,0,0
G,2597,GAPDH,GO:0010467,biological_process,gene expression,,16,37,1200,28811,1.6829762373083915e-10,1.6829762373083915e-10,22.505287134077815,4,4,0,0
E,1869,E2F1,GO:0007049,biological_process,cell cycle,,19,51,1331,28663,1.559874129022245e-10,1.7016808680242673e-10,22.494234421468917,2,2,1,0
M,2475,MTOR,GO:0016020,cellular_component,membrane,,3,757,1226,28078,1.7195804873896625e-10,1.8284146954522992e-10,22.422401625168327,2,16,0,1
E,8411,EEA1,GO:0005769,cellular_component,early endosome,,3,6,2,30053,1.854400567809717e-10,1.854400567809717e-10,22.40828943014123,8,1,1,11
M,4162,MCAM,GO:0007155,biological_process,cell adhesion,,9,25,352,29678,1.8915807634096408e-10,1.8915807634096408e-10,22.388438067685634,2,7,0,0
I,3481,IGF2,GO:0005520,molecular_function,insulin-like growth factor binding,,6,78,23,29957,1.7897119965290108e-10,1.901568996312074e-10,22.383171597010325,4,2,0,0
S,6513,SLC2A1,GO:0016020,cellular_component,membrane,,14,25,1215,28810,1.9577294537267128e-10,1.9577294537267128e-10,22.35406557018676,2,16,0,2
E,1874,E2F4,GO:0003677,molecular_function,DNA binding,,4,1,73,29986,1.9843687151347167e-10,1.9843687151347167e-10,22.34055009402276,4,15,0,1
I,55272,IMP3,GO:0005488,molecular_function,binding,,12,4,2565,27483,2.0148651105279186e-10,2.0148651105279183e-10,22.325298679448615,1,52,0,0
C,1030,CDKN2B,GO:0005694,cellular_component,chromosome,,9,22,397,29636,2.12027011323643e-10,2.1202701132364303e-10,22.274307437468767,5,6,0,0
C,1017,CDK2,GO:0031012,cellular_component,extracellular matrix,,10,66,207,29781,1.9645363076655685e-10,2.1431305174533473e-10,22.263583311218973,3,8,0,0
E,1977,EIF4E,GO:0016310,biological_process,phosphorylation,,35,124,1949,27956,2.1549551167959185e-10,2.2817171824897958e-10,22.200922620234582,5,8,0,0
P,5175,PECAM1,GO:0007155,biological_process,cell adhesion,,10,38,351,29665,2.4005226796183477e-10,2.4005226796183477e-10,22.150164433123557,2,7,0,0
M,693196,MIR611,GO:0005488,molecular_function,binding,,9,0,2568,27487,2.466353570098962e-10,2.466353570098962e-10,22.12311015749583,1,52,0,0
C,23468,CBX5,GO:0000792,cellular_component,heterochromatin,,3,1,10,30050,2.5256429706087005e-10,2.5256429706087005e-10,22.099355257803634,3,9,1,1
A,285,ANGPT2,GO:0001525,biological_process,angiogenesis,,6,0,753,29305,2.539703840446153e-10,2.539703840446153e-10,22.093803453957662,3,5,0,1
M,406968,MIR193A,GO:0006306,biological_process,DNA methylation,,8,41,155,29860,2.345026901298505e-10,2.5582111650529145e-10,22.0865426793493,4,4,0,0
N,4771,NF2,GO:0001894,biological_process,tissue homeostasis,,8,876,4,29176,2.4147996698058485e-10,2.6160329756230026e-10,22.064191891064475,5,10,0,0
G,373156,GSTK1,GO:0098754,biological_process,detoxification,,3,2,7,30052,2.64901146126222e-10,2.64901146126222e-10,22.05166439302258,1,7,1,0
M,4175,MCM6,GO:0006260,biological_process,DNA replication,,4,2,61,29997,2.974440274246119e-10,2.974440274246119e-10,21.935795051754546,5,2,1,1
L,4036,LRP2,GO:0006508,biological_process,proteolysis,,5,11,66,29982,2.724171437445763e-10,3.026857152717514e-10,21.918326092055864,4,6,0,0
W,7490,WT1,GO:0030154,biological_process,cell differentiation,,8,175,38,29843,3.4610999800433894e-10,3.4610999800433894e-10,21.784264478087213,3,81,0,0
M,81631,MAP1LC3B,GO:0005776,cellular_component,autophagosome,,5,39,21,29999,3.4131304939221144e-10,3.656925529202265e-10,21.72922815488478,6,2,1,1
A,207,AKT1,GO:0005634,cellular_component,nucleus,,2,1408,585,28069,3.438193984351915e-10,3.708613735930156e-10,21.715192779231458,5,11,0,1
E,3692,EIF6,GO:0006412,biological_process,translation,,11,55,350,29648,3.8285627141514477e-10,3.8285627141514477e-10,21.683361467636022,5,4,0,0
H,3146,HMGB1,GO:0005634,cellular_component,nucleus,,29,344,558,29133,3.6641889065892394e-10,3.88852700291103e-10,21.667820506511585,5,11,0,2
I,3600,IL15,GO:0007613,biological_process,memory,,7,21,184,29852,3.956576746196079e-10,3.956576746196079e-10,21.65047173656468,3,4,0,0
H,3146,HMGB1,GO:0000785,cellular_component,chromatin,,18,355,202,29489,3.687772426112054e-10,3.995086794954725e-10,21.640785625062172,2,5,1,0
T,7124,TNF,GO:0002544,biological_process,chronic inflammatory response,,5,277,1,29781,4.1732691208152136e-10,4.347155334182514e-10,21.55632924492086,5,2,1,0
M,407055,MIR99A,GO:0005694,cellular_component,chromosome,,5,0,401,29658,4.3833300338043007e-10,4.3833300338043007e-10,21.548042212729342,5,6,0,0
P,10891,PPARGC1A,GO:0043657,cellular_component,host cell,,5,15,55,29989,4.0449110838358723e-10,4.622755524383854e-10,21.494859968793467,3,1,0,0
B,8314,BAP1,GO:0010467,biological_process,gene expression,,95,1099,1121,27749,4.2032718700859906e-10,4.787059629820156e-10,21.4599345629918,4,4,0,0
C,595,CCND1,GO:0016874,molecular_function,ligase activity,,7,157,26,29874,4.791378843957473e-10,4.920875569469837e-10,21.432364453995113,2,12,0,0
R,5888,RAD51,GO:0042148,biological_process,strand invasion,,3,22,0,30039,5.079045884904177e-10,5.079045884904177e-10,21.40072750392231,5,1,1,1
C,972,CD74,GO:0043235,cellular_component,receptor complex,,4,25,9,30026,4.960179334589517e-10,5.668776382388019e-10,21.290877641065475,2,16,1,0
R,387,RHOA,GO:0005525,molecular_function,GTP binding,,5,77,11,29971,5.689795737011842e-10,6.014926921983947e-10,21.23160672988372,5,1,0,2
B,580,BARD1,GO:0031436,cellular_component,BRCA1-BARD1 complex,,3,23,0,30038,5.74153013076125e-10,6.060504026914653e-10,21.2240579605597,4,1,0,4
P,5133,PDCD1,GO:0042110,biological_process,T cell activation,,9,144,77,29834,5.948107387860622e-10,6.10886704699199e-10,21.216109599974708,4,6,1,0
A,213,ALB,GO:0005488,molecular_function,binding,,15,12,2562,27475,6.117671432237986e-10,6.117671432237986e-10,21.214669390747414,1,52,0,0
E,2068,ERCC2,GO:0006281,biological_process,DNA repair,,6,4,359,29695,6.195891992738346e-10,6.195891992738346e-10,21.20196443931015,5,15,1,0
N,4771,NF2,GO:0005886,cellular_component,plasma membrane,,25,859,168,29012,5.98088720391238e-10,6.557358259711163e-10,21.14526311240394,3,3,0,1
I,3559,IL2RA,GO:0007613,biological_process,memory,,7,23,184,29850,6.730215277676544e-10,6.730215277676544e-10,21.11924379902773,3,4,0,0
S,6714,SRC,GO:0016477,biological_process,cell migration,,19,185,452,29408,6.513320956591342e-10,6.847337415903719e-10,21.10199105163735,3,34,0,0
M,84557,MAP1LC3A,GO:0005874,cellular_component,microtubule,,8,111,67,29878,6.419540522255437e-10,7.221983087537367e-10,21.048721348885582,6,7,1,0
M,4318,MMP9,GO:0005604,cellular_component,basement membrane,,6,118,19,29921,7.236898842560429e-10,7.63894877825823e-10,20.992590930697833,5,1,0,0
Y,10413,YAP1,GO:0005737,cellular_component,cytoplasm,,31,564,397,29072,7.17406062336043e-10,7.677503474122565e-10,20.98755650410071,2,5,0,3
B,578,BAK1,GO:0005488,molecular_function,binding,,21,32,2556,27455,7.770235012953836e-10,7.770235012953836e-10,20.975550519820903,1,52,0,0
C,1490,CCN2,GO:0035329,biological_process,hippo signaling,,10,128,126,29800,7.766106317013802e-10,8.064802713822026e-10,20.938341680680832,4,1,0,0
C,761,CA3,GO:0023052,biological_process,signaling,,15,5,4098,25946,8.430213120713792e-10,8.430213120713792e-10,20.894028877022794,1,6,0,0
M,406913,MIR126,GO:0000423,biological_process,mitophagy,,5,119,7,29933,8.516185762992504e-10,8.989307194269866e-10,20.829815148467684,5,1,0,0
F,8772,FADD,GO:0031264,cellular_component,death-inducing signaling complex,,3,9,3,30049,9.709891713945945e-10,9.709891713945945e-10,20.752705799713212,4,2,0,1
C,24146,CLDN15,GO:0010467,biological_process,gene expression,,8,3,1208,28845,1.0365364776366274e-09,1.0365364776366274e-09,20.687380991583094,4,4,0,0
C,54862,CC2D1A,GO:0016310,biological_process,phosphorylation,,15,19,1969,28061,1.0410602061791399e-09,1.0410602061791399e-09,20.683026214039614,5,8,0,0
X,7504,XK,GO:0007049,biological_process,cell cycle,,13,21,1337,28693,1.094501810904152e-09,1.094501810904152e-09,20.63296654441775,2,2,0,0
A,472,ATM,GO:0046960,biological_process,sensitization,,7,82,59,29916,1.0588609921282671e-09,1.0980780659107955e-09,20.629704398107023,5,1,0,0
A,546,ATRX,GO:0000785,cellular_component,chromatin,,5,3,215,29841,1.102928844137359e-09,1.102928844137359e-09,20.62529660996418,2,5,1,0
B,683,BST1,GO:0016020,cellular_component,membrane,,20,74,1209,28761,1.1048092459723809e-09,1.1048092459723809e-09,20.62359314495793,2,16,0,0
S,6855,SYP,GO:0005819,cellular_component,spindle,,5,3,216,29840,1.128365220467583e-09,1.128365220467583e-09,20.60249595926474,5,2,0,0
R,387,RHOA,GO:0097354,biological_process,prenylation,,5,77,13,29969,1.1113172454637196e-09,1.2093746494752242e-09,20.533162429550053,3,1,0,0
E,1969,EPHA2,GO:0016310,biological_process,phosphorylation,,18,32,1966,28048,1.2276530869358665e-09,1.2276530869358665e-09,20.51816154962803,5,8,0,0
E,1973,EIF4A1,GO:0006412,biological_process,translation,,6,5,355,29698,1.2629821761836613e-09,1.2629821761836613e-09,20.48979010596294,5,4,0,0
C,837,CASP4,GO:0005783,cellular_component,endoplasmic reticulum,,4,1,118,29941,1.2864029900543907e-09,1.2864029900543907e-09,20.471415893148347,5,5,1,1
C,999,CDH1,GO:0016342,cellular_component,catenin complex,,5,188,4,29867,1.2773572040806887e-09,1.3246667301577513e-09,20.44210493355504,4,1,1,1
G,2990,GUSB,GO:0010467,biological_process,gene expression,,7,1,1209,28847,1.3443946171824926e-09,1.3443946171824926e-09,20.427322023966532,4,4,0,0
Z,6935,ZEB1,GO:0016246,biological_process,RNA interference,,7,76,66,29915,1.3279899139609753e-09,1.3833228270426826e-09,20.39877738630966,5,1,0,0
P,5290,PIK3CA,GO:0023052,biological_process,signaling,,27,31,4086,25920,1.4947079618570965e-09,1.4947079618570965e-09,20.321334992425136,1,6,0,0
A,251,ALPG,GO:0009986,cellular_component,cell surface,,8,9,682,29365,1.497448080562315e-09,1.497448080562315e-09,20.319503457283016,2,1,0,0
S,6382,SDC1,GO:0033622,biological_process,integrin activation,,5,276,2,29781,1.4238099977532344e-09,1.4974553424646087e-09,20.319498607776193,6,1,0,0
B,683,BST1,GO:0007155,biological_process,cell adhesion,,12,82,349,29621,1.4790461712693553e-09,1.5318692488146892e-09,20.296777115996957,2,7,0,0
I,3574,IL7,GO:0046903,biological_process,secretion,,8,11,594,29451,1.535859493068796e-09,1.5358594930687957e-09,20.29417568227177,4,10,0,0
E,1977,EIF4E,GO:0005488,molecular_function,binding,,39,120,2538,27367,1.3693878300639655e-09,1.5405613088219612e-09,20.291119000681825,1,52,0,0
C,920,CD4,GO:0042110,biological_process,T cell activation,,9,161,77,29817,1.5126213592983024e-09,1.579848975267116e-09,20.265936579750075,4,6,1,1
R,6035,RNASE1,GO:0003824,molecular_function,catalytic activity,,5,25,46,29988,1.5847676508809666e-09,1.5847676508809666e-09,20.26282803286702,1,13,0,0
G,2736,GLI2,GO:0006909,biological_process,phagocytosis,,7,44,116,29897,1.610028250990159e-09,1.610028250990159e-09,20.247014110905134,3,1,0,0
W,7465,WEE1,GO:0007049,biological_process,cell cycle,,12,17,1338,28697,1.6329982819247426e-09,1.6329982819247426e-09,20.23284807505616,2,2,1,0
G,2697,GJA1,GO:0005921,cellular_component,gap junction,,3,4,9,30048,1.6988494854857933e-09,1.6988494854857931e-09,20.19331458824228,5,1,1,3
C,890,CCNA2,GO:0051320,biological_process,S phase,,6,35,78,29945,1.64943845409054e-09,1.759401017696576e-09,20.158292416676257,3,2,0,0
S,6714,SRC,GO:0016310,biological_process,phosphorylation,,39,165,1945,27915,1.6546925340044817e-09,1.7853261551100988e-09,20.14366471845643,5,8,0,0
C,760,CA2,GO:0005615,cellular_component,extracellular space,,9,198,62,29795,1.5041115653657877e-09,1.7952299328559402e-09,20.138132726911227,2,1,0,0
P,5175,PECAM1,GO:0001525,biological_process,angiogenesis,,12,36,747,29269,1.862910921297236e-09,1.9405322096846207e-09,20.06030356660513,3,5,0,0
A,491,ATP2B2,GO:0005886,cellular_component,plasma membrane,,4,0,189,29871,1.646437056441475e-09,2.0580463205518437e-09,20.00150869223107,3,3,0,1
T,7124,TNF,GO:0008219,biological_process,cell death,,29,253,811,28971,1.9609286625260557e-09,2.0860943218362297e-09,19.987972264785935,2,4,0,0
D,1803,DPP4,GO:0040007,biological_process,growth,,34,388,5513,24129,1.936599173784563e-09,2.1737337664928768e-09,19.946819518261314,1,10,0,0
H,3239,HOXD13,GO:0007613,biological_process,memory,,6,14,185,29859,2.187447020233132e-09,2.187447020233132e-09,19.94053071731207,3,4,0,0
I,3458,IFNG,GO:0001816,biological_process,cytokine production,,8,163,53,29840,2.1171297692957104e-09,2.2156009213559757e-09,19.927742173920265,2,54,1,0
T,7042,TGFB2,GO:0040007,biological_process,growth,,23,13,5524,24504,2.366016589561669e-09,2.366016589561669e-09,19.86205805976574,1,10,1,0
C,990,CDC6,GO:0006260,biological_process,DNA replication,,4,5,61,29994,2.4863825440209808e-09,2.4863825440209808e-09,19.812436976363447,5,2,1,0
M,4585,MUC4,GO:0010467,biological_process,gene expression,,10,11,1206,28837,2.6519251022546285e-09,2.6519251022546285e-09,19.74798000700704,4,4,0,0
I,3552,IL1A,GO:0046903,biological_process,secretion,,12,49,590,29413,2.656367135952892e-09,2.656367135952892e-09,19.74630638598703,4,10,1,0
P,5133,PDCD1,GO:0006955,biological_process,immune response,,12,141,218,29693,2.5764078706533875e-09,2.7972428309951063e-09,19.69463160812,2,9,0,0
P,5747,PTK2,GO:0016310,biological_process,phosphorylation,,78,503,1906,27577,2.965832463667147e-09,3.07990294303896e-09,19.59836775245778,5,8,0,0
M,5601,MAPK9,GO:0006914,biological_process,autophagy,,9,24,506,29525,3.170656125507291e-09,3.170656125507291e-09,19.56932729081926,3,7,0,0
M,5595,MAPK3,GO:0005488,molecular_function,binding,,7,409,2570,27078,3.044944049726786e-09,3.174516136949203e-09,19.568110614026757,1,52,0,0
F,51024,FIS1,GO:0000266,biological_process,mitochondrial fission,,3,1,26,30034,3.2255295482335794e-09,3.2255295482335794e-09,19.552168699175525,6,1,1,1
P,5154,PDGFA,GO:0040007,biological_process,growth,,13,1,5534,24516,3.2949311976932554e-09,3.2949311976932554e-09,19.53088055003142,1,10,0,0
A,207,AKT1,GO:0016049,biological_process,cell growth,,96,1314,990,27664,3.052842533518373e-09,3.368653830089239e-09,19.508752629333134,2,6,1,0
A,358,AQP1,GO:0016477,biological_process,cell migration,,12,66,459,29527,3.2423803835101696e-09,3.445029157479555e-09,19.48633346880701,3,34,0,0
O,5021,OXTR,GO:0007049,biological_process,cell cycle,,11,14,1339,28700,3.582768453049654e-09,3.5827684530496536e-09,19.4471300244769,2,2,0,0
R,387,RHOA,GO:0015629,cellular_component,actin cytoskeleton,,6,76,41,29941,3.356018675422282e-09,3.76280881789771e-09,19.39810013239305,6,2,0,0
Y,10413,YAP1,GO:0040007,biological_process,growth,,58,537,5489,23980,3.4762224994060858e-09,3.78659950828163e-09,19.391797447967797,1,10,1,0
F,2321,FLT1,GO:0040007,biological_process,growth,,25,17,5522,24500,4.027025965862947e-09,4.027025965862947e-09,19.330237707155753,1,10,0,0
C,3576,CXCL8,GO:0046903,biological_process,secretion,,16,108,586,29354,4.0480084553301164e-09,4.279323224206123e-09,19.269470965041297,4,10,0,0
L,7462,LAT2,GO:0005634,cellular_component,nucleus,,6,3,581,29474,4.316696364184143e-09,4.316696364184143e-09,19.26077545775886,5,11,0,0
V,7448,VTN,GO:0006909,biological_process,phagocytosis,,5,11,118,29930,4.449624087450863e-09,4.449624087450863e-09,19.230446219066597,3,1,0,0
R,5914,RARA,GO:0032259,biological_process,methylation,,5,0,642,29417,4.5467806560753534e-09,4.5467806560753534e-09,19.20884640252916,2,1,0,0
C,51266,CLEC1B,GO:0030168,biological_process,platelet activation,,3,16,3,30042,4.274525116812198e-09,4.603334741182367e-09,19.196484852360847,3,1,1,0
R,5870,RAB6A,GO:0016020,cellular_component,membrane,,6,0,1223,28835,4.612526887199129e-09,4.612526887199129e-09,19.194489998393692,2,16,0,1
P,5430,POLR2A,GO:0005634,cellular_component,nucleus,,11,41,576,29436,4.192169600312697e-09,4.7161908003517845e-09,19.172264396999832,5,11,0,1
P,22827,PUF60,GO:0005488,molecular_function,binding,,10,3,2567,27484,4.7300257604081414e-09,4.7300257604081414e-09,19.169335188282318,1,52,0,0
T,6901,TAZ,GO:0023052,biological_process,signaling,,40,73,4073,25878,4.701530201087992e-09,4.8531924656392175e-09,19.143629108204188,1,6,0,0
C,4179,CD46,GO:0016020,cellular_component,membrane,,13,28,1216,28807,5.063672888973565e-09,5.063672888973566e-09,19.101173749575274,2,16,0,0
C,919,CD247,GO:0043235,cellular_component,receptor complex,,4,46,9,30005,4.785455960851126e-09,5.084546958404321e-09,19.097059905140767,2,16,1,0
F,2152,F3,GO:0050817,biological_process,coagulation,,5,54,27,29978,4.732162940949626e-09,5.32368330856833e-09,19.051100421922758,2,2,1,0
R,57521,RPTOR,GO:0016310,biological_process,phosphorylation,,7,0,1977,28080,5.39716656147538e-09,5.39716656147538e-09,19.03739173192298,5,8,0,0
E,2099,ESR1,GO:0030331,molecular_function,estrogen receptor binding,,3,51,0,30010,5.477419744746218e-09,5.477419744746218e-09,19.022631696369785,7,1,1,1
C,925,CD8A,GO:0005488,molecular_function,binding,,9,444,2568,27043,5.0623324602431796e-09,5.595209561321409e-09,19.00135504077735,1,52,0,0
T,80835,TAS1R1,GO:0005634,cellular_component,nucleus,,9,22,578,29455,5.3335646618059404e-09,5.647303759559231e-09,18.992087616386804,5,11,0,0
L,56925,LXN,GO:0007049,biological_process,cell cycle,,34,211,1316,28503,5.50411603739952e-09,5.821661193403339e-09,18.96168018751019,2,2,0,0
G,2539,G6PD,GO:0004345,molecular_function,glucose-6-phosphate dehydrogenase activity,,2,1,0,30061,6.638533799439008e-09,6.638533799439008e-09,18.830374711178422,5,1,0,3
P,5319,PLA2G1B,GO:0004623,molecular_function,phospholipase A2 activity,,2,1,0,30061,6.638533799439008e-09,6.638533799439008e-09,18.830374711178422,5,2,1,1
D,1857,DVL3,GO:0051318,biological_process,G1 phase,,5,18,85,29956,6.9275366322755225e-09,6.9275366322755225e-09,18.787761551255123,3,2,0,0
C,1111,CHEK1,GO:0007049,biological_process,cell cycle,,15,38,1335,28676,7.042256336854288e-09,7.042256336854288e-09,18.771337215732306,2,2,1,0
I,3606,IL18,GO:0046903,biological_process,secretion,,9,22,593,29440,6.636831425191451e-09,7.079286853537548e-09,18.766092661215556,4,10,0,0
S,989,SEPTIN7,GO:0005488,molecular_function,binding,,18,26,2559,27461,6.872453969632798e-09,7.4011042749891665e-09,18.721636621519544,1,52,0,0
H,3251,HPRT1,GO:0010467,biological_process,gene expression,,8,5,1208,28843,7.518468808421037e-09,7.518468808421037e-09,18.705903335618654,4,4,0,0
S,23411,SIRT1,GO:0010506,biological_process,regulation of autophagy,,4,63,7,29990,7.345559765294064e-09,7.607901185483137e-09,18.694078500025952,6,7,1,0
T,3604,TNFRSF9,GO:0023052,biological_process,signaling,,20,17,4093,25934,7.643922018769928e-09,7.643922018769928e-09,18.689355012246544,1,6,0,0
S,79801,SHCBP1,GO:0006914,biological_process,autophagy,,10,38,505,29511,7.280169217601322e-09,7.840182234339885e-09,18.66400375867823,3,7,0,0
S,989,SEPTIN7,GO:0030496,cellular_component,midbody,,4,40,12,30008,7.167620055908322e-09,8.02773446261732e-09,18.640363482964773,2,1,1,0
M,5601,MAPK9,GO:0016310,biological_process,phosphorylation,,14,19,1970,28061,7.043403821691771e-09,8.04960436764774e-09,18.637642893599743,5,8,0,0
K,9622,KLK4,GO:0006306,biological_process,DNA methylation,,5,9,158,29892,8.477512998784925e-09,8.477512998784925e-09,18.585848708602306,4,4,0,0
N,4771,NF2,GO:0015629,cellular_component,actin cytoskeleton,,12,872,35,29145,7.864330651139022e-09,8.727488893337207e-09,18.55678814955547,6,2,1,0
M,406885,MIRLET7C,GO:0005694,cellular_component,chromosome,,5,2,401,29656,9.001496041469797e-09,9.001496041469797e-09,18.52587504659436,5,6,0,0
P,728378,POTEF,GO:0016020,cellular_component,membrane,,17,59,1212,28776,8.6967021394346e-09,9.663002377149555e-09,18.454961431923934,2,16,0,0
W,7490,WT1,GO:0005737,cellular_component,cytoplasm,,16,167,412,29469,9.497300852362578e-09,9.723427063133115e-09,18.448727702103625,2,5,0,0
