Term	Name	Pvalue	Genes	level	namespace
GO:0002544	chronic inflammatory response	0.0094351807525102	2	5	biological_process
GO:0030865	cortical cytoskeleton organization	0.0019433541134374	1	6	biological_process
GO:0070265	necrotic cell death	0.0020766390907869	1	3	biological_process
GO:0030509	BMP signaling pathway	0.0022948924663003497	2	6	biological_process
GO:0099536	synaptic signaling	0.0023705071957969	1	3	biological_process
GO:0007507	heart development	0.0024840604828496	1	4	biological_process
GO:0043696	dedifferentiation	0.0025114084152848	1	2	biological_process
GO:0048247	lymphocyte chemotaxis	0.0033538449447217495	2	4	biological_process
GO:0045058	T cell selection	0.004578547282240501	2	2	biological_process
GO:0097194	execution phase of apoptosis	0.0029312986708359	1	2	biological_process
GO:0001570	vasculogenesis	0.0088877374428155	3	4	biological_process
GO:0008285	negative regulation of cell population proliferation	0.0030659366027272	1	5	biological_process
GO:0001649	osteoblast differentiation	0.007413085440532066	3	4	biological_process
GO:0016446	somatic hypermutation of immunoglobulin genes	0.0031395892342174	1	4	biological_process
GO:0097193	intrinsic apoptotic signaling pathway	0.0034370513883156	1	4	biological_process
GO:0097300	programmed necrotic cell death	0.0037385539933591	1	4	biological_process
GO:0045595	regulation of cell differentiation	0.01035418453175425	2	4	biological_process
GO:0007098	centrosome cycle	0.0037981990296304	1	3	biological_process
GO:0051882	mitochondrial depolarization	0.0038043162999011	1	5	biological_process
GO:0031054	pre-miRNA processing	0.0040466750248763	1	8	biological_process
GO:0045834	positive regulation of lipid metabolic process	0.0040832938720466	1	5	biological_process
GO:0032869	cellular response to insulin stimulus	0.0040832938720466	1	6	biological_process
GO:0006886	intracellular protein transport	0.0040892306024538	1	4	biological_process
GO:0050821	protein stabilization	0.0241254966448424	4	4	biological_process
GO:0009725	response to hormone	0.0045013504581016	1	3	biological_process
GO:0022616	DNA strand elongation	0.0045013504581016	1	5	biological_process
GO:0019985	translesion synthesis	0.0045013504581016	1	7	biological_process
GO:0009597	detection of virus	0.0264815710885434	2	4	biological_process
GO:0019068	virion assembly	0.0049034837550948	1	2	biological_process
GO:0031929	TOR signaling	0.0049232886961061	1	4	biological_process
GO:0031296	B cell costimulation	0.0050299811778593	1	3	biological_process
GO:0002227	innate immune response in mucosa	0.0050299811778593	1	5	biological_process
GO:0002260	lymphocyte homeostasis	0.00820686185250155	2	3	biological_process
GO:0071456	cellular response to hypoxia	0.0061974547370633	1	4	biological_process
GO:0019058	viral life cycle	0.025043143326317064	3	2	biological_process
GO:0061517	macrophage proliferation	0.0062569164444572	1	4	biological_process
GO:0048771	tissue remodeling	0.0064855984911758	1	2	biological_process
GO:0097190	apoptotic signaling pathway	0.010130724127676767	3	3	biological_process
GO:0006094	gluconeogenesis	0.0070696269522389	1	6	biological_process
GO:0001935	endothelial cell proliferation	0.011320510945486301	2	4	biological_process
GO:0046755	viral budding	0.0072789277343217	1	2	biological_process
GO:0002467	germinal center formation	0.015641939072025803	2	3	biological_process
GO:0034097	response to cytokine	0.014031529170721849	4	4	biological_process
GO:0034332	adherens junction organization	0.0084199184162441	1	6	biological_process
GO:0007420	brain development	0.018857931275411948	2	4	biological_process
GO:0001787	natural killer cell proliferation	0.0091639119833264	1	5	biological_process
GO:0035282	segmentation	0.02006783233279525	2	4	biological_process
GO:0001771	immunological synapse formation	0.0101477010274628	1	4	biological_process
GO:0002314	germinal center B cell differentiation	0.0106913351956872	1	7	biological_process
GO:0048660	regulation of smooth muscle cell proliferation	0.0108786387919111	1	5	biological_process
GO:0006473	protein acetylation	0.017878080161296134	3	7	biological_process
GO:0014889	muscle atrophy	0.0114337290490479	1	3	biological_process
GO:0032364	oxygen homeostasis	0.0131340898747169	1	6	biological_process
GO:0002521	leukocyte differentiation	0.0131838209340441	1	4	biological_process
GO:0042552	myelination	0.0154306165223061	1	4	biological_process
GO:0032602	chemokine production	0.0164606998926549	1	3	biological_process
GO:0060290	transdifferentiation	0.0164957906424201	1	4	biological_process
GO:0001503	ossification	0.0167299245806945	1	2	biological_process
GO:0019079	viral genome replication	0.0191177382409438	1	2	biological_process
GO:0009314	response to radiation	0.0275861922218645	2	3	biological_process
GO:0019221	cytokine-mediated signaling pathway	0.0206198442484461	1	4	biological_process
GO:0050776	regulation of immune response	0.0239861132986656	1	4	biological_process
GO:0006323	DNA packaging	0.0301310753103607	1	7	biological_process
GO:0035973	aggrephagy	0.0301460162756077	1	6	biological_process
GO:0002062	chondrocyte differentiation	0.0343125569722244	1	4	biological_process
GO:0010761	fibroblast migration	0.0343125569722244	1	5	biological_process
GO:0042325	regulation of phosphorylation	0.037837681822601	1	7	biological_process
GO:0010507	negative regulation of autophagy	0.0404325821946498	1	7	biological_process
GO:0097028	dendritic cell differentiation	0.04617789879284085	2	6	biological_process
